geneSymbol	Input.Type	MGI.Gene.Marker.ID	Symbol	Name	Feature.Type	Chr	Strand	Start	End	Ensembl.ID	Entrez.Gene.ID	OMIM_ID	Human_Disease
4933405E24Rik	current symbol	MGI:1918306	4933405E24Rik	RIKEN cDNA 4933405E24 gene	lincRNA gene	11	antisense	54177772	54213285	ENSMUSG00000086209	71056	NA	NA
4933405L10Rik	current symbol	MGI:1918296	4933405L10Rik	RIKEN cDNA 4933405L10 gene	protein coding gene	8	sense	105708303	105710245	ENSMUSG00000013158	71046	NA	NA
4933405O20Rik	current symbol	MGI:2142174	4933405O20Rik	RIKEN cDNA 4933405O20 gene	protein coding gene	7	sense	50599190	50600530	ENSMUSG00000084234	243996	NA	NA
4933406C10Rik	current symbol	MGI:1921326	4933406C10Rik	RIKEN cDNA 4933406C10 gene	lincRNA gene	12	antisense	32919384	32953789	ENSMUSG00000097494	74076	NA	NA
4933406D12Rik	current symbol	MGI:1921315	4933406D12Rik	RIKEN cDNA 4933406D12 gene	lincRNA gene	2	sense	146542931	146546108	ENSMUSG00000085796	74065	NA	NA
4933406G16Rik	current symbol	MGI:1921309	4933406G16Rik	RIKEN cDNA 4933406G16 gene	lincRNA gene	11	sense	19065276	19075740	ENSMUSG00000086025	74059	NA	NA
4933406I18Rik	current symbol	MGI:1918295	4933406I18Rik	RIKEN cDNA 4933406I18 gene	lincRNA gene	7	antisense	114315479	114415161	ENSMUSG00000087475	71045	NA	NA
4933406J08Rik	old symbol	MGI:1921651	Terb2	telomere repeat binding bouquet formation protein 2	protein coding gene	2	sense	122186272	122206397	ENSMUSG00000027229	74401	NA	NA
4933406J10Rik	current symbol	MGI:1921308	4933406J10Rik	RIKEN cDNA 4933406J10 gene	antisense lncRNA gene	7	antisense	82743368	82755644	ENSMUSG00000086690	77800	NA	NA
4933406K04Rik	current symbol	MGI:1918283	4933406K04Rik	RIKEN cDNA 4933406K04 gene	lincRNA gene	12	antisense	106685607	106716362	ENSMUSG00000085820	71033	NA	NA
4933406M09Rik	current symbol	MGI:3045320	4933406M09Rik	RIKEN cDNA 4933406M09 gene	protein coding gene	1	sense	134385940	134390981	ENSMUSG00000050526	240755	NA	NA
4933407E24Rik	current symbol	MGI:1918352	4933407E24Rik	RIKEN cDNA 4933407E24 gene	lincRNA gene	4	sense	124569190	124574645	ENSMUSG00000073759	108809	NA	NA
4933407G14Rik	current symbol	MGI:1918375	4933407G14Rik	RIKEN cDNA 4933407G14 gene	lncRNA gene	10	sense	75449510	75463104		71125	NA	NA
4933407I05Rik	current symbol	MGI:1921322	4933407I05Rik	RIKEN cDNA 4933407I05 gene	lncRNA gene	9	sense	51914429	51927003		74072	NA	NA
4933407K13Rik	current symbol	MGI:1921646	4933407K13Rik	RIKEN cDNA 4933407K13 gene	unclassified non-coding RNA gene	X	antisense	75706932	75764699	ENSMUSG00000087396	74396	NA	NA
4933407L21Rik	current symbol	MGI:1918391	4933407L21Rik	RIKEN cDNA 4933407L21 gene	protein coding gene	1	sense	85928483	85940624	ENSMUSG00000026224	71141	NA	NA
4933407O12Rik	current symbol	MGI:1918315	4933407O12Rik	RIKEN cDNA 4933407O12 gene	protein coding gene	17		80062800	80064268		102635879	NA	NA
4933408B17Rik	current symbol	MGI:3045347	4933408B17Rik	RIKEN cDNA 4933408B17 gene	protein coding gene	18	antisense	34579846	34597468	ENSMUSG00000049357	271508	NA	NA
4933408J17Rik	current symbol	MGI:1921704	4933408J17Rik	RIKEN cDNA 4933408J17 gene	unclassified gene	10	sense	93589413	93605245	ENSMUSG00000097407	74454	NA	NA
4933408N05Rik	current symbol	MGI:1918372	4933408N05Rik	RIKEN cDNA 4933408N05 gene	antisense lncRNA gene	8	antisense	114341160	114351479	ENSMUSG00000084848	71122	NA	NA
4933409G03Rik	current symbol	MGI:3045336	4933409G03Rik	RIKEN cDNA 4933409G03 gene	protein coding gene	2	sense	68582413	68616387	ENSMUSG00000053896	227998	NA	NA
4933409K07Rik	current symbol	MGI:1918429	4933409K07Rik	RIKEN cDNA 4933409K07 gene	unclassified non-coding RNA gene	UN		NA	NA		NA	NA	NA
4933411E08Rik	current symbol	MGI:1918317	4933411E08Rik	RIKEN cDNA 4933411E08 gene	lncRNA gene	10	sense	117925459	117948307		71067	NA	NA
4933411G06Rik	current symbol	MGI:1918340	4933411G06Rik	RIKEN cDNA 4933411G06 gene	protein coding gene	10	antisense	51756173	51757194	ENSMUSG00000062224	71090	NA	NA
4933411G11Rik	old symbol	MGI:3612701	Spdye4b	speedy/RINGO cell cycle regulator family, member E4B	protein coding gene	5	sense	143181017	143205075	ENSMUSG00000029586	330228	NA	NA
4933411K05Rik	current symbol	MGI:1921333	4933411K05Rik	RIKEN cDNA 4933411K05 gene	unclassified gene	9		102628511	102629726		74083	NA	NA
4933411K16Rik	current symbol	MGI:1914015	4933411K16Rik	RIKEN cDNA 4933411K16 gene	protein coding gene	19	sense	42052248	42053627	ENSMUSG00000090369	66765	NA	NA
4933412E12Rik	current symbol	MGI:1918336	4933412E12Rik	RIKEN cDNA 4933412E12 gene	lncRNA gene	10	sense	116950562	116963279		71086	NA	NA
4933412E24Rik	current symbol	MGI:1918338	4933412E24Rik	RIKEN cDNA 4933412E24 gene	protein coding gene	15	antisense	60014866	60016618	ENSMUSG00000071749	71088	NA	NA
4933412O06Rik	current symbol	MGI:1918321	4933412O06Rik	RIKEN cDNA 4933412O06 gene	lncRNA gene	13	antisense	15781664	15802630		71071	NA	NA
4933413G19Rik	current symbol	MGI:1918399	4933413G19Rik	RIKEN cDNA 4933413G19 gene	protein coding gene	6	sense	128375456	128385144	ENSMUSG00000079304	71149	NA	NA
4933413J09Rik	current symbol	MGI:1918356	4933413J09Rik	RIKEN cDNA 4933413J09 gene	lincRNA gene	14	sense	26356574	26400456	ENSMUSG00000021874	71106	NA	NA
4933413L06Rik	current symbol	MGI:1918350	4933413L06Rik	RIKEN cDNA 4933413L06 gene	antisense lncRNA gene	13	antisense	117706764	117720011	ENSMUSG00000079048	71100	NA	NA
4933415F23Rik	current symbol	MGI:1914005	4933415F23Rik	RIKEN cDNA 4933415F23 gene	protein coding gene	1	antisense	23100473	23102253	ENSMUSG00000073730	66755	NA	NA
4933416C03Rik	current symbol	MGI:3588269	4933416C03Rik	RIKEN cDNA 4933416C03 gene	protein coding gene	10	antisense	116111664	116113917	ENSMUSG00000074734	619332	NA	NA
4933416E03Rik	current symbol	MGI:1918331	4933416E03Rik	RIKEN cDNA 4933416E03 gene	unclassified non-coding RNA gene	2	sense	159947341	159981288	ENSMUSG00000085198	71081	NA	NA
4933416M06Rik	current symbol	MGI:1918424	4933416M06Rik	RIKEN cDNA 4933416M06 gene	lncRNA gene	13	sense	101254319	101293396		71174	NA	NA
4933416M07Rik	current symbol	MGI:1918332	4933416M07Rik	RIKEN cDNA 4933416M07 gene	lincRNA gene	8	sense	27142910	27146304	ENSMUSG00000097262	71082	NA	NA
4933417A18Rik	current symbol	MGI:1914011	4933417A18Rik	RIKEN cDNA 4933417A18 gene	protein coding gene	13	sense	34924409	34955875	ENSMUSG00000021415	66761	NA	NA
4933417D19Rik	current symbol	MGI:1918436	4933417D19Rik	RIKEN cDNA 4933417D19 gene	lincRNA gene	8	sense	123235091	123242359	ENSMUSG00000097637	71186	NA	NA
4933417E11Rik	current symbol	MGI:1918384	4933417E11Rik	RIKEN cDNA 4933417E11 gene	lincRNA gene	1	antisense	71958998	72005195	ENSMUSG00000101848	71134	NA	NA
4933417G07Rik	current symbol	MGI:1918432	4933417G07Rik	RIKEN cDNA 4933417G07 gene	pseudogene	3	sense	55847105	55848400	ENSMUSG00000106572	71182	NA	NA
4933417O13Rik	current symbol	MGI:1918403	4933417O13Rik	RIKEN cDNA 4933417O13 gene	antisense lncRNA gene	7	antisense	143322773	143364625	ENSMUSG00000101360	71153	NA	NA
4933421I07Rik	current symbol	MGI:1918412	4933421I07Rik	RIKEN cDNA 4933421I07 gene	protein coding gene	7	antisense	42445462	42448120	ENSMUSG00000030463	71162	NA	NA
4933421O10Rik	current symbol	MGI:1918323	4933421O10Rik	RIKEN cDNA 4933421O10 gene	unclassified non-coding RNA gene	4	antisense	33027142	33031323	ENSMUSG00000085037	100504166	NA	NA
4933422A05Rik	current symbol	MGI:1918383	4933422A05Rik	RIKEN cDNA 4933422A05 gene	lncRNA gene	9	sense	35281105	35285423		71133	NA	NA
4933424G05Rik	current symbol	MGI:1921706	4933424G05Rik	RIKEN cDNA 4933424G05 gene	lncRNA gene	18	sense	14988995	15047987		74456	NA	NA
4933424G06Rik	current symbol	MGI:1918416	4933424G06Rik	RIKEN cDNA 4933424G06 gene	unclassified non-coding RNA gene	1	sense	36710149	36757953	ENSMUSG00000102416	71166	NA	NA
4933425B07Rik	current symbol	MGI:1921708	4933425B07Rik	RIKEN cDNA 4933425B07 gene	lncRNA gene	14		46602803	46637422		74458	NA	NA
4933425L06Rik	current symbol	MGI:1914013	4933425L06Rik	RIKEN cDNA 4933425L06 gene	protein coding gene	13	sense	105082122	105121782	ENSMUSG00000021718	66763	NA	NA
4933427C19Rik	current symbol	MGI:1918466	4933427C19Rik	RIKEN cDNA 4933427C19 gene	unclassified gene	6		56714499	56715731		71216	NA	NA
4933427D06Rik	current symbol	MGI:3026922	4933427D06Rik	RIKEN cDNA 4933427D06 gene	lincRNA gene	6	sense	89096110	89110031	ENSMUSG00000055403	232217	NA	NA
4933427D14Rik	current symbol	MGI:1921727	4933427D14Rik	RIKEN cDNA 4933427D14 gene	protein coding gene	11	antisense	72153929	72207459	ENSMUSG00000020807	74477	NA	NA
4933427E11Rik	current symbol	MGI:1914019	4933427E11Rik	RIKEN cDNA 4933427E11 gene	antisense lncRNA gene	15	sense	74709161	74710372	ENSMUSG00000044276	66769	NA	NA
4933427E13Rik	current symbol	MGI:1918484	4933427E13Rik	RIKEN cDNA 4933427E13 gene	lincRNA gene	11	sense	25232626	25367137	ENSMUSG00000033015	71234	NA	NA
4933427G17Rik	old symbol	MGI:1921716	Mfsd13b	major facilitator superfamily domain containing 13B	protein coding gene	7	sense	120982509	121014787	ENSMUSG00000030877	74466	NA	NA
4933427I22Rik	current symbol	MGI:1918485	4933427I22Rik	RIKEN cDNA 4933427I22 gene	lincRNA gene	4	antisense	139926111	139943519	ENSMUSG00000085928	71235	NA	NA
4933428C19Rik	current symbol	MGI:1918543	4933428C19Rik	RIKEN cDNA 4933428C19 gene	lincRNA gene	4	antisense	40482840	40525548	ENSMUSG00000086355	71293	NA	NA
4933428G20Rik	current symbol	MGI:1918475	4933428G20Rik	RIKEN cDNA 4933428G20 gene	protein coding gene	11	antisense	97490783	97500340	ENSMUSG00000047988	100141474	NA	NA
4933429K18Rik	current symbol	MGI:1918482	4933429K18Rik	RIKEN cDNA 4933429K18 gene	lncRNA gene	19	antisense	45726555	45730558		71232	NA	NA
4933429O19Rik	current symbol	MGI:1914020	4933429O19Rik	RIKEN cDNA 4933429O19 gene	lncRNA gene	14	sense	48878873	48887112		66770	NA	NA
4933430H16Rik	current symbol	MGI:1918535	4933430H16Rik	RIKEN cDNA 4933430H16 gene	lincRNA gene	7	antisense	82937936	82940688	ENSMUSG00000109106	71285	NA	NA
4933430I17Rik	current symbol	MGI:3045314	4933430I17Rik	RIKEN cDNA 4933430I17 gene	protein coding gene	4	sense	62525369	62547993	ENSMUSG00000058046	214106	NA	NA
4933430M04Rik	current symbol	MGI:1918566	4933430M04Rik	RIKEN cDNA 4933430M04 gene	lincRNA gene	11	sense	24481909	24569952	ENSMUSG00000086892	71316	NA	NA
4933430N04Rik	current symbol	MGI:1918499	4933430N04Rik	RIKEN cDNA 4933430N04 gene	unclassified non-coding RNA gene	8	antisense	9125412	9132291	ENSMUSG00000108848	71249	NA	NA
4933431E20Rik	current symbol	MGI:3584041	4933431E20Rik	RIKEN cDNA 4933431E20 gene	antisense lncRNA gene	3	antisense	107888850	107896213	ENSMUSG00000086968	329735	NA	NA
4933431G14Rik	current symbol	MGI:1918515	4933431G14Rik	RIKEN cDNA 4933431G14 gene	antisense lncRNA gene	6	antisense	72120213	72123197	ENSMUSG00000108709	71265	NA	NA
4933432G23Rik	current symbol	MGI:1918446	4933432G23Rik	RIKEN cDNA 4933432G23 gene	lncRNA gene	9	sense	118429839	118437048		71196	NA	NA
4933432I03Rik	current symbol	MGI:1918514	4933432I03Rik	RIKEN cDNA 4933432I03 gene	lncRNA gene	14	antisense	102987412	103033803		71264	NA	NA
4933432I09Rik	current symbol	MGI:1914029	4933432I09Rik	RIKEN cDNA 4933432I09 gene	lncRNA gene	16	antisense	18209686	18213863		66779	NA	NA
4933432K03Rik	current symbol	MGI:1918562	4933432K03Rik	RIKEN cDNA 4933432K03 gene	antisense lncRNA gene	7	antisense	121468844	121609334	ENSMUSG00000108811	75793	NA	NA
4933433C11Rik	old symbol	MGI:1921722	Stpg3	sperm tail PG rich repeat containing 3	protein coding gene	2	antisense	25212207	25214637	ENSMUSG00000036770	74472	NA	NA
4933433F19Rik	current symbol	MGI:1918564	4933433F19Rik	RIKEN cDNA 4933433F19 gene	lincRNA gene	8	sense	30568393	30575573	ENSMUSG00000097044	71314	NA	NA
4933433G08Rik	current symbol	MGI:1914035	4933433G08Rik	RIKEN cDNA 4933433G08 gene	lncRNA gene	9	antisense	61103012	61105386		66785	NA	NA
4933433G15Rik	current symbol	MGI:1918524	4933433G15Rik	RIKEN cDNA 4933433G15 gene	lincRNA gene	9	sense	75410184	75415537	ENSMUSG00000097021	71274	NA	NA
4933433G19Rik	current symbol	MGI:1918476	4933433G19Rik	RIKEN cDNA 4933433G19 gene	lncRNA gene	13	antisense	66996818	67032405		71226	NA	NA
4933433H22Rik	current symbol	MGI:1921723	4933433H22Rik	RIKEN cDNA 4933433H22 gene	lncRNA gene	17	sense	84078660	84089875		74473	NA	NA
4933434E20Rik	current symbol	MGI:1914027	4933434E20Rik	RIKEN cDNA 4933434E20 gene	protein coding gene	3	sense	90051636	90063341	ENSMUSG00000027942	99650	NA	NA
4933435G04Rik	current symbol	MGI:1918487	4933435G04Rik	RIKEN cDNA 4933435G04 gene	lincRNA gene	7		73124681	73126474	ENSMUSG00000108345	71237	NA	NA
4933436E23Rik	current symbol	MGI:1918459	4933436E23Rik	RIKEN cDNA 4933436E23 gene	lincRNA gene	1	sense	139379452	139402852	ENSMUSG00000103844	71209	NA	NA
4933436H12Rik	current symbol	MGI:1918494	4933436H12Rik	RIKEN cDNA 4933436H12 gene	lincRNA gene	7	sense	68417402	68427362	ENSMUSG00000108924	71244	NA	NA
4933436I01Rik	current symbol	MGI:1914030	4933436I01Rik	RIKEN cDNA 4933436I01 gene	protein coding gene	X	antisense	67919864	67921450	ENSMUSG00000025288	66780	NA	NA
4933437I04Rik	current symbol	MGI:1918496	4933437I04Rik	RIKEN cDNA 4933437I04 gene	unclassified gene	2		164060814	164062286		71246	NA	NA
4933438B17Rik	current symbol	MGI:1918497	4933438B17Rik	RIKEN cDNA 4933438B17 gene	lincRNA gene	5	sense	127027377	127088529	ENSMUSG00000105490	71247	NA	NA
4933438K21Rik	current symbol	MGI:1918520	4933438K21Rik	RIKEN cDNA 4933438K21 gene	antisense lncRNA gene	4	antisense	147063366	147068436	ENSMUSG00000093617	71270	NA	NA
4933439C10Rik	current symbol	MGI:1921726	4933439C10Rik	RIKEN cDNA 4933439C10 gene	unclassified non-coding RNA gene	11	sense	59505662	59513647	ENSMUSG00000072893	74476	NA	NA
4933439G19Rik	current symbol	MGI:3041160	4933439G19Rik	RIKEN cDNA 4933439G19 gene	unclassified non-coding RNA gene	UN		NA	NA		327780	NA	NA
4933439K11Rik	current symbol	MGI:1918569	4933439K11Rik	RIKEN cDNA 4933439K11 gene	unclassified non-coding RNA gene	1	antisense	172538133	172558129	ENSMUSG00000085184	71319	NA	NA
4933440J02Rik	current symbol	MGI:1918571	4933440J02Rik	RIKEN cDNA 4933440J02 gene	lincRNA gene	10	antisense	111586719	111594273	ENSMUSG00000097082	71321	NA	NA
4933440M02Rik	current symbol	MGI:1918458	4933440M02Rik	RIKEN cDNA 4933440M02 gene	lincRNA gene	7	antisense	125284025	125349788	ENSMUSG00000045928	71208	NA	NA
5031414D18Rik	current symbol	MGI:2685590	5031414D18Rik	RIKEN cDNA 5031414D18 gene	protein coding gene	14	sense	75016027	75052532	ENSMUSG00000034959	271221	NA	NA
5031425E22Rik	current symbol	MGI:1923227	5031425E22Rik	RIKEN cDNA 5031425E22 gene	lincRNA gene	5	antisense	23382308	23434269	ENSMUSG00000073147	269630	NA	NA
5031425F14Rik	current symbol	MGI:2442533	5031425F14Rik	RIKEN cDNA 5031425F14 gene	lincRNA gene	2	sense	166447451	166459232	ENSMUSG00000085129	319684	NA	NA
5031426D15Rik	current symbol	MGI:1915394	5031426D15Rik	RIKEN cDNA 5031426D15 gene	lncRNA gene	2	antisense	6922702	6928722		68144	NA	NA
5031434C07Rik	current symbol	MGI:2442810	5031434C07Rik	RIKEN cDNA 5031434C07 gene	antisense lncRNA gene	6	antisense	112285593	112288836	ENSMUSG00000044574	100503613	NA	NA
5031434O11Rik	current symbol	MGI:1923230	5031434O11Rik	RIKEN cDNA 5031434O11 gene	unclassified non-coding RNA gene	3	sense	51560035	51567117	ENSMUSG00000097885	100039684	NA	NA
5031439G07Rik	current symbol	MGI:2444899	5031439G07Rik	RIKEN cDNA 5031439G07 gene	protein coding gene	15	antisense	84943936	84988551	ENSMUSG00000036046	223739	NA	NA
5033404E19Rik	current symbol	MGI:2149700	5033404E19Rik	RIKEN cDNA 5033404E19 gene	pseudogene	1	sense	185487294	185498159	ENSMUSG00000102185	114668	NA	NA
5033406O09Rik	current symbol	MGI:1923205	5033406O09Rik	RIKEN cDNA 5033406O09 gene	lncRNA gene	12	antisense	111941991	111944482		77675	NA	NA
5033418A18Rik	current symbol	MGI:1923211	5033418A18Rik	RIKEN cDNA 5033418A18 gene	unclassified gene	X		48441481	48443110		75961	NA	NA
5133400J02Rik	old symbol	MGI:1918547	Platr20	pluripotency associated transcript 20	lincRNA gene	11	antisense	51189833	51220418	ENSMUSG00000086646	71297	NA	NA
5330411J11Rik	current symbol	MGI:1923926	5330411J11Rik	RIKEN cDNA 5330411J11 gene	unclassified non-coding RNA gene	2	antisense	59382502	59387471	ENSMUSG00000087455	76676	NA	NA
5330417C22Rik	current symbol	MGI:1923930	5330417C22Rik	RIKEN cDNA 5330417C22 gene	protein coding gene	3	antisense	108455694	108536536	ENSMUSG00000040412	229722	NA	NA
5330423I11Rik	current symbol	MGI:1925518	5330423I11Rik	RIKEN cDNA 5330423I11 gene	unclassified gene	9		34751328	34753246		78268	NA	NA
5330426L24Rik	current symbol	MGI:1925535	5330426L24Rik	RIKEN cDNA 5330426L24 gene	lincRNA gene	14		54349461	54351635	ENSMUSG00000105501	78285	NA	NA
5330426P16Rik	old symbol	MGI:1915440	Dubr	Dppa2 upstream binding RNA	lincRNA gene	16	antisense	50719294	50732773	ENSMUSG00000022639	68190	NA	NA
5330427O13Rik	current symbol	MGI:1925521	5330427O13Rik	RIKEN cDNA 5330427O13 gene	unclassified non-coding RNA gene	UN		NA	NA		78271	NA	NA
5330434G04Rik	current symbol	MGI:1925519	5330434G04Rik	RIKEN cDNA 5330434G04 gene	lincRNA gene	X	antisense	105348282	105391776	ENSMUSG00000087620	100043213	NA	NA
5330439B14Rik	current symbol	MGI:2447824	5330439B14Rik	RIKEN cDNA 5330439B14 gene	antisense lncRNA gene	6	sense	142614595	142626462	ENSMUSG00000104234	321015	NA	NA
5430401F13Rik	current symbol	MGI:1918642	5430401F13Rik	RIKEN cDNA 5430401F13 gene	protein coding gene	6	sense	131543762	131553763	ENSMUSG00000094113	71392	NA	NA
5430402E10Rik	current symbol	MGI:1918601	5430402E10Rik	RIKEN cDNA 5430402E10 gene	protein coding gene	X	antisense	77919786	77925062	ENSMUSG00000044121	71351	NA	NA
5430402O13Rik	current symbol	MGI:1918631	5430402O13Rik	RIKEN cDNA 5430402O13 gene	antisense lncRNA gene	6	sense	50566643	50594865	ENSMUSG00000085776	73183	NA	NA
5430403G19Rik	current symbol	MGI:2679522	5430403G19Rik	RIKEN cDNA 5430403G19 gene	unclassified non-coding RNA gene	3		10426593	10428865		100037297	NA	NA
5430403N17Rik	current symbol	MGI:5439418	5430403N17Rik	RIKEN cDNA 5430403N17 gene	lncRNA gene	8	antisense	35864085	35882957	ENSMUSG00000109761	330737	NA	NA
5430405H02Rik	current symbol	MGI:1921737	5430405H02Rik	RIKEN cDNA 5430405H02 gene	unclassified non-coding RNA gene	2	antisense	156844351	156862963	ENSMUSG00000085741	74487	NA	NA
5430414B19Rik	current symbol	MGI:1921096	5430414B19Rik	RIKEN cDNA 5430414B19 gene	unclassified non-coding RNA gene	14		16271528	16271835		73846	NA	NA
5430416N02Rik	current symbol	MGI:1918676	5430416N02Rik	RIKEN cDNA 5430416N02 gene	lincRNA gene	5		100420837	100429534	ENSMUSG00000097772	100503199	NA	NA
5430416O09Rik	current symbol	MGI:1918656	5430416O09Rik	RIKEN cDNA 5430416O09 gene	lincRNA gene	4	sense	43730034	43759462	ENSMUSG00000028475	71406	NA	NA
5430419D17Rik	current symbol	MGI:1918645	5430419D17Rik	RIKEN cDNA 5430419D17 gene	protein coding gene	7	sense	131174402	131250945	ENSMUSG00000006204	71395	NA	NA
5430421F17Rik	current symbol	MGI:1921739	5430421F17Rik	RIKEN cDNA 5430421F17 gene	lncRNA gene	8	antisense	25302650	25306270	ENSMUSG00000110140	74489	NA	NA
5430421N21Rik	old symbol	MGI:3690448	Krt83	keratin 83	protein coding gene	15	antisense	101485131	101491512	ENSMUSG00000067613	100126226	NA	NA
5430425K12Rik	current symbol	MGI:1918666	5430425K12Rik	RIKEN cDNA 5430425K12 gene	lncRNA gene	13		80941058	80948596		71416	NA	NA
5430427M07Rik	current symbol	MGI:1918599	5430427M07Rik	RIKEN cDNA 5430427M07 gene	antisense lncRNA gene	12	sense	91050369	91079907	ENSMUSG00000085004	71349	NA	NA
5430427O19Rik	current symbol	MGI:1918648	5430427O19Rik	RIKEN cDNA 5430427O19 gene	protein coding gene	X	sense	85870354	85891499	ENSMUSG00000025058	71398	NA	NA
5430428K19Rik	current symbol	MGI:1918672	5430428K19Rik	RIKEN cDNA 5430428K19 gene	lncRNA gene	X	antisense	6452376	6574663		71422	NA	NA
5430434I15Rik	current symbol	MGI:1918592	5430434I15Rik	RIKEN cDNA 5430434I15 gene	lincRNA gene	3	antisense	38203151	38208119	ENSMUSG00000106002	71342	NA	NA
5430435G22Rik	old symbol	MGI:2442295	Rab7b	RAB7B, member RAS oncogene family	protein coding gene	1	sense	131688695	131715439	ENSMUSG00000052688	226421	NA	NA
5430437J10Rik	current symbol	MGI:1918682	5430437J10Rik	RIKEN cDNA 5430437J10 gene	lncRNA gene	15	sense	5496318	5594983		71432	NA	NA
5430440P10Rik	current symbol	MGI:1918612	5430440P10Rik	RIKEN cDNA 5430440P10 gene	lncRNA gene	14	sense	105427559	105437716		71362	NA	NA
5530400C23Rik	current symbol	MGI:1918650	5530400C23Rik	RIKEN cDNA 5530400C23 gene	protein coding gene	6	sense	133292216	133295792	ENSMUSG00000055594	232426	NA	NA
5530401A14Rik	current symbol	MGI:1918638	5530401A14Rik	RIKEN cDNA 5530401A14 gene	protein coding gene	11	sense	81860673	81894582	ENSMUSG00000020703	71388	NA	NA
5530402H23Rik	current symbol	MGI:1918693	5530402H23Rik	RIKEN cDNA 5530402H23 gene	unclassified gene	3		106577679	106579289		71443	NA	NA
5530601H04Rik	current symbol	MGI:1918695	5530601H04Rik	RIKEN cDNA 5530601H04 gene	unclassified non-coding RNA gene	X	antisense	105037197	105079609	ENSMUSG00000087174	71445	NA	NA
5730403I07Rik	current symbol	MGI:1917737	5730403I07Rik	RIKEN cDNA 5730403I07 gene	lincRNA gene	9	antisense	77366412	77399418	ENSMUSG00000099170	70487	NA	NA
5730405O15Rik	current symbol	MGI:1917739	5730405O15Rik	RIKEN cDNA 5730405O15 gene	unclassified non-coding RNA gene	X	sense	13042015	13045297	ENSMUSG00000087424	70489	NA	NA
5730406G12Rik	current symbol	MGI:1923266	5730406G12Rik	RIKEN cDNA 5730406G12 gene	unclassified gene	14		79111334	79113256		76016	NA	NA
