Bioassay	ExternalID	Batch	Genotype	OrganismPart	Treatment	Gender	Timepoint	Sample	Dataset	ExpMatrixName	Original_genotype	Genotype2	Age_in_weeks	Section	Grown_with	Scan_batch	Dataset_assigned
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Hipp_rep3	GSM1570360	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	4_months	TPM_4m_Hipp_rep3	GSE64398.1	NA	NA	NA	16_weeks	F	het_TPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Hipp_rep4	GSM1570388	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	4_months	TPM_4m_Hipp_rep4	GSE64398.1	NA	NA	NA	16_weeks	E	het_TPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Cb_rep1	GSM1570470	Batch_03_2013-06-26	het_TPM	Cerebellum	NA	M	8_months	TPM_8m_Cb_rep1	GSE64398.2	NA	NA	NA	32_weeks	D	het_TPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Cb_rep2	GSM1570478	Batch_03_2013-06-26	het_TPM	Cerebellum	NA	M	8_months	TPM_8m_Cb_rep2	GSE64398.2	NA	NA	NA	32_weeks	D	het_TPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Cb_rep3	GSM1570501	Batch_05_2013-07-02	het_TPM	Cerebellum	NA	M	8_months	TPM_8m_Cb_rep3	GSE64398.2	NA	NA	NA	32_weeks	G	het_TPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Cb_rep4	GSM1570524	Batch_05_2013-07-02	het_TPM	Cerebellum	NA	M	8_months	TPM_8m_Cb_rep4	GSE64398.2	NA	NA	NA	32_weeks	F	het_TPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Ctx_rep1	GSM1570422	Batch_03_2013-06-26	het_TPM	Cortex	NA	M	8_months	TPM_8m_Ctx_rep1	GSE64398.3	NA	NA	NA	32_weeks	G	het_TPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Ctx_rep2	GSM1570445	Batch_03_2013-06-26	het_TPM	Cortex	NA	M	8_months	TPM_8m_Ctx_rep2	GSE64398.3	NA	NA	NA	32_weeks	A	het_TPM	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Ctx_rep3	GSM1570306	Batch_04_2013-06-27	het_TPM	Cortex	NA	M	8_months	TPM_8m_Ctx_rep3	GSE64398.3	NA	NA	NA	32_weeks	C	het_TPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Ctx_rep4	GSM1570334	Batch_04_2013-06-27	het_TPM	Cortex	NA	M	8_months	TPM_8m_Ctx_rep4	GSE64398.3	NA	NA	NA	32_weeks	B	het_TPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Hipp_rep1	GSM1570272	Batch_01_2012-02-25	het_TPM	Hippocampus	NA	M	8_months	TPM_8m_Hipp_rep1	GSE64398.1	NA	NA	NA	32_weeks	G	het_TPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Hipp_rep2	GSM1570294	Batch_01_2012-02-25	het_TPM	Hippocampus	NA	M	8_months	TPM_8m_Hipp_rep2	GSE64398.1	NA	NA	NA	32_weeks	G	het_TPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Hipp_rep3	GSM1570279	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	8_months	TPM_8m_Hipp_rep3	GSE64398.1	NA	NA	NA	32_weeks	F	het_TPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_8m_Hipp_rep4	GSM1570301	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	8_months	TPM_8m_Hipp_rep4	GSE64398.1	NA	NA	NA	32_weeks	F	het_TPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Cb_rep1	GSM1570409	Batch_03_2013-06-26	WT	Cerebellum	NA	M	18_months	WT_18m_Cb_rep1	GSE64398.2	NA	NA	NA	72_weeks	B	TAU	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Cb_rep2	GSM1570411	Batch_03_2013-06-26	WT	Cerebellum	NA	M	18_months	WT_18m_Cb_rep2	GSE64398.2	NA	NA	NA	72_weeks	D	TAS10	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Cb_rep3	GSM1570423	Batch_03_2013-06-26	WT	Cerebellum	NA	M	18_months	WT_18m_Cb_rep3	GSE64398.2	NA	NA	NA	72_weeks	H	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Cb_rep4	GSM1570463	Batch_03_2013-06-26	WT	Cerebellum	NA	M	18_months	WT_18m_Cb_rep4	GSE64398.2	NA	NA	NA	72_weeks	D	TAU	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Cb_rep5	GSM1570482	Batch_03_2013-06-26	WT	Cerebellum	NA	M	18_months	WT_18m_Cb_rep5	GSE64398.2	NA	NA	NA	72_weeks	H	TAU	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Cb_rep6	GSM1570333	Batch_04_2013-06-27	WT	Cerebellum	NA	M	18_months	WT_18m_Cb_rep6	GSE64398.2	NA	NA	NA	72_weeks	A	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Cb_rep7	GSM1570337	Batch_04_2013-06-27	WT	Cerebellum	NA	M	18_months	WT_18m_Cb_rep7	GSE64398.2	NA	NA	NA	72_weeks	F	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Ctx_rep1	GSM1570330	Batch_04_2013-06-27	WT	Cortex	NA	M	18_months	WT_18m_Ctx_rep1	GSE64398.3	NA	NA	NA	72_weeks	F	TAU	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Ctx_rep2	GSM1570345	Batch_04_2013-06-27	WT	Cortex	NA	M	18_months	WT_18m_Ctx_rep2	GSE64398.3	NA	NA	NA	72_weeks	F	TAU	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Ctx_rep3	GSM1570530	Batch_04_2013-06-27	WT	Cortex	NA	M	18_months	WT_18m_Ctx_rep3	GSE64398.3	NA	NA	NA	72_weeks	E	TAS10	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Ctx_rep4	GSM1570576	Batch_04_2013-06-27	WT	Cortex	NA	M	18_months	WT_18m_Ctx_rep4	GSE64398.3	NA	NA	NA	72_weeks	E	TAS10	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Ctx_rep5	GSM1570577	Batch_04_2013-06-27	WT	Cortex	NA	M	18_months	WT_18m_Ctx_rep5	GSE64398.3	NA	NA	NA	72_weeks	F	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Ctx_rep6	GSM1570514	Batch_05_2013-07-02	WT	Cortex	NA	M	18_months	WT_18m_Ctx_rep6	GSE64398.3	NA	NA	NA	72_weeks	D	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Ctx_rep7	GSM1570571	Batch_05_2013-07-02	WT	Cortex	NA	M	18_months	WT_18m_Ctx_rep7	GSE64398.3	NA	NA	NA	72_weeks	H	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Hipp_rep1	GSM1570291	Batch_01_2012-02-25	WT	Hippocampus	NA	M	18_months	WT_18m_Hipp_rep1	GSE64398.1	NA	NA	NA	72_weeks	D	TAU	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Hipp_rep2	GSM1570293	Batch_01_2012-02-25	WT	Hippocampus	NA	M	18_months	WT_18m_Hipp_rep2	GSE64398.1	NA	NA	NA	72_weeks	F	TAS10	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Hipp_rep3	GSM1570368	Batch_01_2012-02-25	WT	Hippocampus	NA	M	18_months	WT_18m_Hipp_rep3	GSE64398.1	NA	NA	NA	72_weeks	G	TAS10	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Hipp_rep4	GSM1570257	Batch_02_2013-03-04	WT	Hippocampus	NA	M	18_months	WT_18m_Hipp_rep4	GSE64398.1	NA	NA	NA	72_weeks	E	TAS10	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Hipp_rep5	GSM1570357	Batch_02_2013-03-04	WT	Hippocampus	NA	M	18_months	WT_18m_Hipp_rep5	GSE64398.1	NA	NA	NA	72_weeks	C	TAU	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Hipp_rep6	GSM1570372	Batch_02_2013-03-04	WT	Hippocampus	NA	M	18_months	WT_18m_Hipp_rep6	GSE64398.1	NA	NA	NA	72_weeks	D	TAU	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_18m_Hipp_rep7	GSM1570374	Batch_02_2013-03-04	WT	Hippocampus	NA	M	18_months	WT_18m_Hipp_rep7	GSE64398.1	NA	NA	NA	72_weeks	F	TAS10	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep1	GSM1570318	Batch_03_2013-06-26	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep1	GSE64398.2	NA	NA	NA	8_weeks	B	het_TPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep10	GSM1570531	Batch_04_2013-06-27	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep10	GSE64398.2	NA	NA	NA	8_weeks	F	TAS10	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep11	GSM1570583	Batch_04_2013-06-27	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep11	GSE64398.2	NA	NA	NA	8_weeks	F	TAS10	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep12	GSM1570513	Batch_05_2013-07-02	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep12	GSE64398.2	NA	NA	NA	8_weeks	C	TAS10	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep2	GSM1570415	Batch_03_2013-06-26	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep2	GSE64398.2	NA	NA	NA	8_weeks	H	het_TPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep3	GSM1570421	Batch_03_2013-06-26	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep3	GSE64398.2	NA	NA	NA	8_weeks	F	TAU	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep4	GSM1570424	Batch_03_2013-06-26	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep4	GSE64398.2	NA	NA	NA	8_weeks	A	TAU	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep5	GSM1570465	Batch_03_2013-06-26	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep5	GSE64398.2	NA	NA	NA	8_weeks	F	het_TPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep6	GSM1570474	Batch_03_2013-06-26	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep6	GSE64398.2	NA	NA	NA	8_weeks	H	het_TPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep7	GSM1570309	Batch_04_2013-06-27	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep7	GSE64398.2	NA	NA	NA	8_weeks	H	TAU	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep8	GSM1570340	Batch_04_2013-06-27	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep8	GSE64398.2	NA	NA	NA	8_weeks	A	TAU	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Cb_rep9	GSM1570444	Batch_04_2013-06-27	WT	Cerebellum	NA	M	2_months	WT_2m_Cb_rep9	GSE64398.2	NA	NA	NA	8_weeks	H	TAS10	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep1	GSM1570323	Batch_03_2013-06-26	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep1	GSE64398.3	NA	NA	NA	8_weeks	G	TAS10	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep10	GSM1570554	Batch_04_2013-06-27	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep10	GSE64398.3	NA	NA	NA	8_weeks	F	het_TPM	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep11	GSM1570484	Batch_05_2013-07-02	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep11	GSE64398.3	NA	NA	NA	8_weeks	B	TAU	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep12	GSM1570516	Batch_05_2013-07-02	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep12	GSE64398.3	NA	NA	NA	8_weeks	F	TAU	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep2	GSM1570471	Batch_03_2013-06-26	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep2	GSE64398.3	NA	NA	NA	8_weeks	E	TAS10	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep3	GSM1570504	Batch_03_2013-06-26	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep3	GSE64398.3	NA	NA	NA	8_weeks	B	TAS10	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep4	GSM1570509	Batch_03_2013-06-26	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep4	GSE64398.3	NA	NA	NA	8_weeks	G	TAS10	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep5	GSM1570308	Batch_04_2013-06-27	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep5	GSE64398.3	NA	NA	NA	8_weeks	G	het_TPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep6	GSM1570440	Batch_04_2013-06-27	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep6	GSE64398.3	NA	NA	NA	8_weeks	B	het_TPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep7	GSM1570544	Batch_04_2013-06-27	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep7	GSE64398.3	NA	NA	NA	8_weeks	C	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep8	GSM1570549	Batch_04_2013-06-27	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep8	GSE64398.3	NA	NA	NA	8_weeks	H	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Ctx_rep9	GSM1570552	Batch_04_2013-06-27	WT	Cortex	NA	M	2_months	WT_2m_Ctx_rep9	GSE64398.3	NA	NA	NA	8_weeks	D	het_TPM	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep1	GSM1570263	Batch_01_2012-02-25	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep1	GSE64398.1	NA	NA	NA	8_weeks	E	TAU	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep10	GSM1570402	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep10	GSE64398.1	NA	NA	NA	8_weeks	C	TAU	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep11	GSM1570405	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep11	GSE64398.1	NA	NA	NA	8_weeks	F	het_TPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep12	GSM1570406	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep12	GSE64398.1	NA	NA	NA	8_weeks	G	het_TPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep2	GSM1570270	Batch_01_2012-02-25	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep2	GSE64398.1	NA	NA	NA	8_weeks	E	TAU	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep3	GSM1570259	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep3	GSE64398.1	NA	NA	NA	8_weeks	G	het_TPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep4	GSM1570280	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep4	GSE64398.1	NA	NA	NA	8_weeks	G	het_TPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep5	GSM1570299	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep5	GSE64398.1	NA	NA	NA	8_weeks	D	TAU	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep6	GSM1570303	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep6	GSE64398.1	NA	NA	NA	8_weeks	H	TAS10	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep7	GSM1570354	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep7	GSE64398.1	NA	NA	NA	8_weeks	H	TAS10	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep8	GSM1570362	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep8	GSE64398.1	NA	NA	NA	8_weeks	H	TAS10	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_2m_Hipp_rep9	GSM1570391	Batch_02_2013-03-04	WT	Hippocampus	NA	M	2_months	WT_2m_Hipp_rep9	GSE64398.1	NA	NA	NA	8_weeks	H	TAS10	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep1	GSM1570313	Batch_03_2013-06-26	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep1	GSE64398.2	NA	NA	NA	16_weeks	D	TAU	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep2	GSM1570315	Batch_03_2013-06-26	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep2	GSE64398.2	NA	NA	NA	16_weeks	G	TAU	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep3	GSM1570331	Batch_04_2013-06-27	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep3	GSE64398.2	NA	NA	NA	16_weeks	G	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep4	GSM1570439	Batch_04_2013-06-27	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep4	GSE64398.2	NA	NA	NA	16_weeks	A	TAS10	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep5	GSM1570533	Batch_04_2013-06-27	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep5	GSE64398.2	NA	NA	NA	16_weeks	H	het_TPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep6	GSM1570575	Batch_04_2013-06-27	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep6	GSE64398.2	NA	NA	NA	16_weeks	D	TAS10	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep7	GSM1570581	Batch_04_2013-06-27	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep7	GSE64398.2	NA	NA	NA	16_weeks	C	het_TPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep8	GSM1570565	Batch_05_2013-07-02	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep8	GSE64398.2	NA	NA	NA	16_weeks	A	het_TPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Cb_rep9	GSM1570569	Batch_05_2013-07-02	WT	Cerebellum	NA	M	4_months	WT_4m_Cb_rep9	GSE64398.2	NA	NA	NA	16_weeks	F	het_TPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep1	GSM1570321	Batch_03_2013-06-26	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep1	GSE64398.3	NA	NA	NA	16_weeks	E	het_TPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep2	GSM1570408	Batch_03_2013-06-26	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep2	GSE64398.3	NA	NA	NA	16_weeks	A	het_TPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep3	GSM1570457	Batch_03_2013-06-26	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep3	GSE64398.3	NA	NA	NA	16_weeks	F	het_TPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep4	GSM1570479	Batch_03_2013-06-26	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep4	GSE64398.3	NA	NA	NA	16_weeks	E	TAS10	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep5	GSM1570503	Batch_03_2013-06-26	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep5	GSE64398.3	NA	NA	NA	16_weeks	A	het_TPM	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep6	GSM1570432	Batch_04_2013-06-27	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep6	GSE64398.3	NA	NA	NA	16_weeks	B	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep7	GSM1570536	Batch_04_2013-06-27	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep7	GSE64398.3	NA	NA	NA	16_weeks	C	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep8	GSM1570491	Batch_05_2013-07-02	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep8	GSE64398.3	NA	NA	NA	16_weeks	C	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Ctx_rep9	GSM1570502	Batch_05_2013-07-02	WT	Cortex	NA	M	4_months	WT_4m_Ctx_rep9	GSE64398.3	NA	NA	NA	16_weeks	H	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Hipp_rep1	GSM1570266	Batch_01_2012-02-25	WT	Hippocampus	NA	M	4_months	WT_4m_Hipp_rep1	GSE64398.1	NA	NA	NA	16_weeks	H	TAS10	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Hipp_rep2	GSM1570278	Batch_02_2013-03-04	WT	Hippocampus	NA	M	4_months	WT_4m_Hipp_rep2	GSE64398.1	NA	NA	NA	16_weeks	E	het_TPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Hipp_rep3	GSM1570351	Batch_02_2013-03-04	WT	Hippocampus	NA	M	4_months	WT_4m_Hipp_rep3	GSE64398.1	NA	NA	NA	16_weeks	D	TAU	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Hipp_rep4	GSM1570361	Batch_02_2013-03-04	WT	Hippocampus	NA	M	4_months	WT_4m_Hipp_rep4	GSE64398.1	NA	NA	NA	16_weeks	G	TAS10	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Hipp_rep5	GSM1570375	Batch_02_2013-03-04	WT	Hippocampus	NA	M	4_months	WT_4m_Hipp_rep5	GSE64398.1	NA	NA	NA	16_weeks	G	het_TPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=WT_4m_Hipp_rep6	GSM1570387	Batch_02_2013-03-04	WT	Hippocampus	NA	M	4_months	WT_4m_Hipp_rep6	GSE64398.1	NA	NA	NA	16_weeks	D	TAU	Batch4_3/6/2013	GSE64398.1
