geneID	geneSymbol	geneNames	GOTerms	GemmaIDs	NCBIids	platform
Cse1l	Cse1l	chromosome segregation 1-like (S. cerevisiae)	GO:0006810|GO:0006886|GO:0015031	774399	110750	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pex7	Pex7	peroxisomal biogenesis factor 7	GO:0001764|GO:0001958|GO:0006625|GO:0006635|GO:0006810|GO:0007031|GO:0008611|GO:0015031|GO:0016558	553053	18634	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
NA	NA	NA	NA	NA	NA	NA
Zfp128	Zfp128	zinc finger protein 128	GO:0000122|GO:0030509	|836740	|243833	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Acadsb	Acadsb	acyl-Coenzyme A dehydrogenase, short/branched chain	GO:0006629|GO:0006631|GO:0006637|GO:0008152|GO:0055114	|652183	|66885	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Kdm4c	Kdm4c	lysine (K)-specific demethylase 4C	GO:0001825|GO:0006351|GO:0006355|GO:0006357|GO:0008284|GO:0010468|GO:0010628|GO:0016568|GO:0016577|GO:0033169|GO:0045666|GO:0055114	731277|	76804|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Vwf	Vwf	Von Willebrand factor homolog	GO:0001889|GO:0001890|GO:0007155|GO:0007596|GO:0007599|GO:0030168|GO:0031589|GO:0051260	|590197	|22371	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gpc1	Gpc1	glypican 1	GO:0014037|GO:0030200|GO:0032288|GO:0040037	515314	14733	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Zbtb41	Zbtb41	zinc finger and BTB domain containing 41 homolog	GO:0006351|GO:0006355	|809282	|226470	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Cgref1	Cgref1	cell growth regulator with EF hand domain 1	GO:0007049|GO:0007050|GO:0007155|GO:0030308	673789	68567	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL8321
Eva1c	Eva1c	eva-1 homolog C (C. elegans)		691243	70967	GPL11180|GPL1261|GPL339|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Mrpl20	Mrpl20	mitochondrial ribosomal protein L20	GO:0006412	|646284	|66448	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Sdhaf4	Sdhaf4	succinate dehydrogenase complex assembly factor 4	GO:0045087	668196	68002	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Aph1b	Aph1b	anterior pharynx defective 1b homolog (C. elegans)	GO:0006508|GO:0007219|GO:0016485|GO:0043085	|785846	|208117	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Kdm1b	Kdm1b	lysine (K)-specific demethylase 1B	GO:0006349|GO:0006351|GO:0006355|GO:0007275|GO:0016568|GO:0034720|GO:0043046|GO:0044030|GO:0055114	|801537	|218214	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Cep41	Cep41	centrosomal protein 41	GO:0006810|GO:0015031|GO:0030030|GO:0042384	745904	83922	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Usp8	Usp8	ubiquitin specific peptidase 8	GO:0000281|GO:0006508|GO:0006511|GO:0007032|GO:0007049|GO:0007265|GO:0016579|GO:0043161|GO:0061136|GO:0070536|GO:0071108	|746293	|84092	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Aar2	Aar2	AAR2 splicing factor homolog (S. cerevisiae)		671760	68295	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Fam212a	Fam212a	family with sequence similarity 212, member A	GO:0021915	670252	68176	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Frs2	Frs2	fibroblast growth factor receptor substrate 2	GO:0000187|GO:0001702|GO:0001759|GO:0002088|GO:0003281|GO:0007169|GO:0007405|GO:0008543|GO:0008595|GO:0009967|GO:0030900|GO:0042981|GO:0046619|GO:0050678|GO:0060527|GO:0070307|GO:0070372	|865852	|327826	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Mycbp2	Mycbp2	MYC binding protein 2	GO:0006351|GO:0006355|GO:0008045|GO:0021785|GO:0021952|GO:0032880|GO:0042177|GO:0048667|GO:0051493	|763448	|105689	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Eps8l1	Eps8l1	EPS8-like 1	GO:0007266|GO:0016601|GO:0035023|GO:0043547|GO:1900029	660042	67425	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Vamp8	Vamp8	vesicle-associated membrane protein 8	GO:0006461|GO:0006810|GO:0006887|GO:0006906|GO:0006914|GO:0015031|GO:0016192|GO:0030100|GO:0035493|GO:0046718|GO:0061025|GO:0070254|GO:0097352|GO:1903076|GO:1903531|GO:1903595	589275	22320	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ppp4r4	Ppp4r4	protein phosphatase 4, regulatory subunit 4	GO:0032515|GO:0080163	|717678	|74521	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Senp8	Senp8	SUMO/sentrin specific peptidase 8	GO:0000338|GO:0006508	694790|	71599|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Elmo2	Elmo2	engulfment and cell motility 2	GO:0006909|GO:0006915|GO:0060326	778762|	140579|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Adssl1	Adssl1	adenylosuccinate synthetase like 1	GO:0006163|GO:0006164|GO:0006167|GO:0006531|GO:0009168|GO:0044208|GO:0046040	476808	11565	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Caprin1	Caprin1	cell cycle associated protein 1	GO:0017148|GO:0030154|GO:0050775|GO:0061003	|617390	|53872	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Kmt2e	Kmt2e	lysine (K)-specific methyltransferase 2E	GO:0002446|GO:0006306|GO:0006351|GO:0006355|GO:0007049|GO:0007050|GO:0016568|GO:0030218|GO:0030854|GO:0032259|GO:0042119|GO:0045893|GO:0048384|GO:0051568|GO:0071300	678908	69188	GPL1261|GPL339|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Hmgn5	Hmgn5	high-mobility group nucleosome binding domain 5	GO:0006351|GO:0006355|GO:0006357|GO:0016568	610660	50887	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tnfaip8	Tnfaip8	tumor necrosis factor, alpha-induced protein 8	GO:0006915|GO:0032611|GO:0043154|GO:0050830	|765204	|106869	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Cd151	Cd151	CD151 antigen	GO:0016477|GO:0042098	489197|	12476|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Plat	Plat	plasminogen activator, tissue	GO:0001666|GO:0006508|GO:0014909|GO:0031639|GO:0035249|GO:0045861|GO:0048008|GO:0060279	555173|	18791|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
NA	NA	NA	NA	NA	NA	NA
Thnsl2	Thnsl2	threonine synthase-like 2 (bacterial)	GO:0009071|GO:0009088|GO:0016311|GO:0046360	|820603	|232078	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Eif1a	Eif1a	eukaryotic translation initiation factor 1A	GO:0006412|GO:0006413	|503877	|13664	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ccdc39	Ccdc39	coiled-coil domain containing 39	GO:0001947|GO:0030324|GO:0035469|GO:0060285|GO:0060287|GO:0070286|GO:0071907|GO:0071910	|611875	|51938	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202
Mvb12a	Mvb12a	multivesicular body subunit 12A	GO:0006810|GO:0015031|GO:0019075|GO:0042058|GO:0048524|GO:1903772	710403	73711	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Ap2m1	Ap2m1	adaptor-related protein complex 2, mu 1 subunit	GO:0006810|GO:0006886|GO:0006897|GO:0015031|GO:0016192|GO:1903077	|479256	|11773	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Hebp2	Hebp2	heme binding protein 2	GO:0010917|GO:0010940|GO:0035794	622324|	56016|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Sh3gl2	Sh3gl2	SH3-domain GRB2-like 2	GO:0002090|GO:0006897|GO:0048488	|570991	|20404	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Msantd4	Msantd4	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils		737466	78100	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Nup54	Nup54	nucleoporin 54	GO:0006605|GO:0006810|GO:0006913|GO:0015031|GO:0051028|GO:0051260|GO:0051291	850420|	269113|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Qtrt1	Qtrt1	queuine tRNA-ribosyltransferase 1	GO:0006400|GO:0008033|GO:0008616	637127	60507	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Mgp	Mgp	matrix Gla protein	GO:0001503|GO:0006461|GO:0007275|GO:0030154|GO:0030324|GO:0030500|GO:0048754|GO:0051216	|539620	|17313	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Yipf1	Yipf1	Yip1 domain family, member 1	GO:0002230|GO:0098779	816811|	230584|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Plod3	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	GO:0001701|GO:0001886|GO:0008104|GO:0021915|GO:0030199|GO:0042311|GO:0048730|GO:0055114|GO:0060425|GO:0070831	599071	26433	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ano4	Ano4	anoctamin 4	GO:0006810|GO:0006821|GO:0006869|GO:0015914|GO:0061589|GO:0061590|GO:0061591|GO:1902476	|796904	|320091	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Derl2	Derl2	Der1-like domain family, member 2	GO:0001967|GO:0006986|GO:0008284|GO:0030307|GO:0030433|GO:0030968|GO:0030970	777257|	116891|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Agfg1	Agfg1	ArfGAP with FG repeats 1	GO:0001675|GO:0006810|GO:0007275|GO:0007283|GO:0007289|GO:0030154|GO:0045109	|522634	|15463	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Socs4	Socs4	suppressor of cytokine signaling 4	GO:0006469|GO:0007175|GO:0009968|GO:0019221|GO:0032436|GO:0035556|GO:0040008|GO:0042059|GO:0046426	|658619	|67296	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Elavl2	Elavl2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)		524259|	15569|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Hey2	Hey2	hairy/enhancer-of-split related with YRPW motif 2	GO:0000122|GO:0001568|GO:0001570|GO:0003150|GO:0003151|GO:0003171|GO:0003184|GO:0003186|GO:0003195|GO:0003199|GO:0003208|GO:0003214|GO:0003215|GO:0003222|GO:0003300|GO:0006351|GO:0006355|GO:0006357|GO:0006366|GO:0007219|GO:0007275|GO:0007389|GO:0009948|GO:0010460|GO:0010468|GO:0010629|GO:0010667|GO:0014031|GO:0014898|GO:0035910|GO:0035912|GO:0036304|GO:0045165|GO:0045607|GO:0045746|GO:0045892|GO:0045944|GO:0055015|GO:0060045|GO:0060317|GO:0060347|GO:0060411|GO:0060412|GO:0060413|GO:0060633|GO:0060716|GO:0060840|GO:0060842|GO:0060948|GO:0060977|GO:0061156|GO:0061314|GO:0065004|GO:0090102|GO:2000678|GO:2000820|GO:2001212	520427	15214	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Sgta	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha		613913	52551	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pla2g6	Pla2g6	phospholipase A2, group VI	GO:0001934|GO:0006629|GO:0006935|GO:0007204|GO:0007613|GO:0008152|GO:0014832|GO:0016042|GO:0032049|GO:0034976|GO:0035774|GO:0045909|GO:0045921|GO:0051967|GO:0090037|GO:0090200|GO:0090238|GO:1901339|GO:2000304	615987|	53357|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Zmat5	Zmat5	zinc finger, matrin type 5	GO:0006397|GO:0008380	656892	67178	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Zfp715	Zfp715	zinc finger protein 715		684205|	69930|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6885|GPL7042|GPL7202
Traf2	Traf2	TNF receptor-associated factor 2	GO:0002726|GO:0006461|GO:0006915|GO:0007165|GO:0007250|GO:0030163|GO:0032743|GO:0033209|GO:0034351|GO:0042981|GO:0043066|GO:0043123|GO:0043507|GO:0043623|GO:0046328|GO:0051023|GO:0051091|GO:0051092|GO:0051291|GO:0051865|GO:0070207|GO:0070534|GO:0071732|GO:0090073|GO:0097300|GO:1903265|GO:1903721|GO:2001238	|585232	|22030	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ndufaf3	Ndufaf3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3	GO:0032981	649842	66706	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL8321
Odf3b	Odf3b	outer dense fiber of sperm tails 3B		|685401	|70113	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Mxi1	Mxi1	Max interacting protein 1	GO:0000122|GO:0006351|GO:0006355	|543406	|17859	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mkks	Mkks	McKusick-Kaufman syndrome	GO:0006457|GO:0007286|GO:0007608|GO:0010629|GO:0014824|GO:0021756|GO:0021766|GO:0021987|GO:0030837|GO:0033210|GO:0034260|GO:0035058|GO:0035176|GO:0038108|GO:0040018|GO:0042311|GO:0042384|GO:0044321|GO:0045494|GO:0045776|GO:0048854|GO:0050910|GO:0051131|GO:0051216|GO:0051492|GO:0060271|GO:0060296|GO:0060324	635819|	59030|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gnaq	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	GO:0001501|GO:0001508|GO:0006469|GO:0007165|GO:0007186|GO:0007189|GO:0007200|GO:0007202|GO:0007215|GO:0007507|GO:0009791|GO:0016322|GO:0021884|GO:0035412|GO:0042711|GO:0042733|GO:0043066|GO:0043267|GO:0043547|GO:0045634|GO:0048066|GO:0048661|GO:0050821|GO:0060158	514396|	14682|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Aspg	Aspg	asparaginase homolog (S. cerevisiae)	GO:0006520|GO:0006528|GO:0006629|GO:0006644|GO:0016042	|762018	|104816	GPL11180|GPL1261|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Mical3	Mical3	microtubule associated monooxygenase, calponin and LIM domain containing 3	GO:0006887|GO:0007010|GO:0008152|GO:0030042|GO:0055114	|784164	|194401	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Vcam1	Vcam1	vascular cell adhesion molecule 1	GO:0007155|GO:0007157|GO:0007159|GO:0007160|GO:0007507|GO:0009308|GO:0016032|GO:0016337|GO:0042102|GO:0050901|GO:0055114|GO:0060326|GO:0060669|GO:0060710|GO:0061032|GO:0071333	|589454	|22329	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Lin54	Lin54	lin-54 homolog (C. elegans)	GO:0006351|GO:0006355|GO:0007049	|819224	|231506	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Pklr	Pklr	pyruvate kinase liver and red blood cell	GO:0005975|GO:0006096|GO:0006754|GO:0008152|GO:0009408|GO:0010226|GO:0016310|GO:0032869|GO:0033198|GO:0042866|GO:0051591|GO:0051707	554870|	18770|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Prkdc	Prkdc	protein kinase, DNA activated, catalytic polypeptide	GO:0000723|GO:0000724|GO:0001756|GO:0001933|GO:0002326|GO:0002328|GO:0002360|GO:0002377|GO:0002638|GO:0002684|GO:0006281|GO:0006302|GO:0006303|GO:0006468|GO:0006974|GO:0007420|GO:0007507|GO:0008630|GO:0010212|GO:0010332|GO:0016310|GO:0018105|GO:0030098|GO:0031648|GO:0032869|GO:0033077|GO:0033151|GO:0033152|GO:0033153|GO:0035234|GO:0042752|GO:0043065|GO:0043066|GO:0045944|GO:0048146|GO:0048511|GO:0048536|GO:0048538|GO:0048639|GO:0072431|GO:2000773|GO:2001229	558074	19090	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Snap29	Snap29	synaptosomal-associated protein 29	GO:0006810|GO:0006887|GO:0006914|GO:0015031|GO:0016082|GO:0031629|GO:0097352	|660966	|67474	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Ptpra	Ptpra	protein tyrosine phosphatase, receptor type, A	GO:0006468|GO:0006470|GO:0008286|GO:0016311|GO:0035335|GO:0048714	|560957	|19262	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Golim4	Golim4	golgi integral membrane protein 4	GO:0006810	|707244	|73124	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Dmrtc1a	Dmrtc1a	DMRT-like family C1a	GO:0002176|GO:0006351|GO:0006355|GO:0007548|GO:0045835|GO:0048599|GO:0060903	690790|	70887|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Fam83h	Fam83h	family with sequence similarity 83, member H	GO:0031214	|763539	|105732	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Man2b2	Man2b2	mannosidase 2, alpha B2	GO:0005975|GO:0006013|GO:0008152	537276	17160	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Stk4	Stk4	serine/threonine kinase 4	GO:0000165|GO:0000186|GO:0000902|GO:0001569|GO:0001841|GO:0003157|GO:0006468|GO:0006915|GO:0007165|GO:0007346|GO:0007417|GO:0008285|GO:0016310|GO:0018105|GO:0023014|GO:0030216|GO:0031098|GO:0032092|GO:0035329|GO:0035556|GO:0043065|GO:0045600|GO:0046621|GO:0046777|GO:0060215|GO:0060706|GO:0060800|GO:0090090|GO:0097284|GO:1902043	634169|	58231|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Mylk	Mylk	myosin, light polypeptide kinase	GO:0002230|GO:0006468|GO:0006939|GO:0007015|GO:0014820|GO:0016310|GO:0030335|GO:0032060|GO:0051928|GO:0060414|GO:0071476|GO:0090303|GO:0098779	|766755	|107589	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Csf3	Csf3	colony stimulating factor 3 (granulocyte)	GO:0006955|GO:0008284|GO:0014068|GO:0030838|GO:0030851|GO:0032092|GO:0033138|GO:0042993|GO:0045639|GO:0045944|GO:0050731|GO:0051897|GO:0071345|GO:1901215|GO:2000251	|496376	|12985	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Faf1	Faf1	Fas-associated factor 1	GO:0006915|GO:0007253|GO:0008219|GO:0010942|GO:0030155|GO:0031334|GO:0042176|GO:1902043	507316|	14084|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
1700052K11Rik	1700052K11Rik	RIKEN cDNA 1700052K11 gene		709081	73431	GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202
Gpr137	Gpr137	G protein-coupled receptor 137		|765697	|107173	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Zfp763	Zfp763	zinc finger protein 763		709196|	73451|	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Ssr2	Ssr2	signal sequence receptor, beta		643583	66256	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pdia6	Pdia6	protein disulfide isomerase associated 6	GO:0006457|GO:0034976|GO:0045454	697286|	71853|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tfdp1	Tfdp1	transcription factor Dp 1	GO:0000278|GO:0006351|GO:0006355|GO:0006357|GO:0006366|GO:0007049|GO:0008544|GO:0043276|GO:0045893|GO:0070345|GO:2000278	581993	21781	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gatad2a	Gatad2a	GATA zinc finger domain containing 2A	GO:0001568|GO:0001701|GO:0001842|GO:0006351|GO:0006355|GO:0010172|GO:0012501|GO:0021506|GO:0045892	825105|	234366|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Exosc4	Exosc4	exosome component 4	GO:0000460|GO:0000956|GO:0006364|GO:0016075|GO:0030307|GO:0031125|GO:0034427|GO:0034475|GO:0045006|GO:0051607|GO:0071028|GO:0071044|GO:0071051	770870|	109075|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Cisd1	Cisd1	CDGSH iron sulfur domain 1	GO:0043457	|614317	|52637	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pacrg	Pacrg	PARK2 co-regulated	GO:0007286|GO:0034620|GO:0060548	679842	69310	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Zfp943	Zfp943	zinc finger prtoein 943		718678	74670	GPL11180|GPL1261|GPL339|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Minpp1	Minpp1	multiple inositol polyphosphate histidine phosphatase 1	GO:0016311	539764|	17330|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Lgals1	Lgals1	lectin, galactose binding, soluble 1	GO:0002317|GO:0006915|GO:0007157|GO:0007165|GO:0010812|GO:0010977|GO:0031295|GO:0034120|GO:0043123|GO:0045445	534115|	16852|	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Rnpepl1	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1		|769148	|108657	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ccdc80	Ccdc80	coiled-coil domain containing 80	GO:0010811|GO:0030198	|666750	|67896	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ttc1	Ttc1	tetratricopeptide repeat domain 1		|651060	|66827	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
