ProbeName	geneSymbol	Description	LogRatio	pValue	pValueFDR	timepoint	regulation	phase
ILMN_2628647	Ddc		0.63	4.42e-05	0.00121	11m	up	late
ILMN_2600042	Slc35a5	Mus musculus solute carrier family 35, member A5 (Slc35a5), mRNA.	0.41	4.46e-05	0.00122	11m	up	late
ILMN_2693835	Arrdc2		0.36	4.66e-05	0.00126	11m	up	late
ILMN_2755021	Chkb		0.41	4.69e-05	0.00127	11m	up	late
ILMN_2796429	Psip1	Mus musculus PC4 and SFRS1 interacting protein 1 (Psip1), mRNA.	0.39	4.75e-05	0.00128	11m	up	late
ILMN_2836710	Cd151	Mus musculus CD151 antigen (Cd151), mRNA.	0.43	4.72e-05	0.00128	11m	up	late
ILMN_1221750	Lmyc1	Mus musculus v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian) (Mycl1), mRNA.	0.52	4.78e-05	0.00129	11m	up	late
ILMN_1219375	6430604k15rik	Mus musculus RIKEN cDNA 6430604K15 gene (6430604K15Rik), mRNA.	0.33	4.86e-05	0.00131	11m	up	late
ILMN_2603953	Stip1	Mus musculus stress-induced phosphoprotein 1 (Stip1), mRNA.	0.35	4.95e-05	0.00133	11m	up	late
ILMN_2760105	Olig1		0.53	5.05e-05	0.00135	11m	up	late
ILMN_2648991	Fnta	Mus musculus farnesyltransferase, CAAX box, alpha (Fnta), mRNA.	0.3	5.06e-05	0.00136	11m	up	late
ILMN_1213483	B430214a04rik	Mus musculus folliculin (Flcn), mRNA.	0.33	5.07e-05	0.00136	11m	up	late
ILMN_2720034	Btf3		0.38	5.12e-05	0.00137	11m	up	late
ILMN_2662387	Lmna	Mus musculus lamin A (Lmna), transcript variant 2, mRNA.	0.4	5.13e-05	0.00137	11m	up	late
ILMN_2887065	Mvp	Mus musculus major vault protein (Mvp), mRNA.	0.39	5.16e-05	0.00138	11m	up	late
ILMN_2627566	Capn5		0.45	5.25e-05	0.00139	11m	up	late
ILMN_2874414	Usp19	Mus musculus ubiquitin specific peptidase 19 (Usp19), mRNA.	0.43	5.35e-05	0.00141	11m	up	late
ILMN_3020240	Hbp1	Mus musculus high mobility group box transcription factor 1 (Hbp1), transcript variant 1, mRNA.	0.34	5.39e-05	0.00142	11m	up	late
ILMN_1251504	Cyp4v3		0.35	5.5e-05	0.00144	11m	up	late
ILMN_2653215	Nagk	Mus musculus N-acetylglucosamine kinase (Nagk), mRNA.	0.42	5.46e-05	0.00144	11m	up	late
ILMN_3142384	Gprasp1		0.38	5.55e-05	0.00145	11m	up	late
ILMN_2651496	Actr5		0.35	5.57e-05	0.00146	11m	up	late
ILMN_1239345	Asf1a		0.41	5.61e-05	0.00146	11m	up	late
ILMN_3099741	Armc9	Mus musculus armadillo repeat containing 9 (Armc9), transcript variant 2, mRNA.	0.34	5.68e-05	0.00148	11m	up	late
ILMN_2878430	Rpl30	Mus musculus ribosomal protein L30 (Rpl30), mRNA.	0.4	5.66e-05	0.00148	11m	up	late
ILMN_2442075	Topors		0.37	5.88e-05	0.00152	11m	up	late
ILMN_2893077	Rps6	Mus musculus ribosomal protein S6 (Rps6), mRNA.	0.38	5.87e-05	0.00152	11m	up	late
ILMN_2781602	Ier3ip1	Mus musculus immediate early response 3 interacting protein 1 (Ier3ip1), mRNA.	0.39	5.84e-05	0.00152	11m	up	late
ILMN_2840514	Klhl6	Mus musculus kelch-like 6 (Drosophila) (Klhl6), mRNA.	0.46	6.01e-05	0.00155	11m	up	late
ILMN_1235354	Prkar1b	Mus musculus protein kinase, cAMP dependent regulatory, type I beta (Prkar1b), mRNA.	0.36	6.25e-05	0.00161	11m	up	late
ILMN_3114124	Hsd3b7	Mus musculus hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 (Hsd3b7), transcript variant 1, mRNA.	0.43	6.3e-05	0.00162	11m	up	late
ILMN_1216987	Abca2		0.36	6.46e-05	0.00165	11m	up	late
ILMN_1235006	Slc14a1		0.41	6.43e-05	0.00165	11m	up	late
ILMN_2846776	Cdkn1a	Mus musculus cyclin-dependent kinase inhibitor 1A (P21) (Cdkn1a), mRNA.	0.68	6.44e-05	0.00165	11m	up	late
ILMN_2994744	Rrm2b	Mus musculus ribonucleotide reductase M2 B (TP53 inducible) (Rrm2b), mRNA.	0.41	6.6e-05	0.00168	11m	up	late
ILMN_2731424	Bc038156		0.35	6.92e-05	0.00175	11m	up	late
ILMN_2741629	C130036g08	&nbsp;corresponding to Tmem130<br>	0.35	6.92e-05	0.00175	11m	up	late
ILMN_3161021	Prkra		0.39	6.97e-05	0.00176	11m	up	late
ILMN_1239662	Slc4a2	Mus musculus solute carrier family 4 (anion exchanger), member 2 (Slc4a2), mRNA.	0.54	6.98e-05	0.00176	11m	up	late
ILMN_1244829	Hap1		0.54	7.04e-05	0.00177	11m	up	late
ILMN_2932660	Tmub1	Mus musculus transmembrane and ubiquitin-like domain containing 1 (Tmub1), mRNA.	0.31	7.62e-05	0.00189	11m	up	late
ILMN_1258372	Pex11b	Mus musculus peroxisomal biogenesis factor 11b (Pex11b), mRNA.	0.32	7.59e-05	0.00189	11m	up	late
ILMN_2838139	Zfp52	Mus musculus zinc finger protein 52 (Zfp52), mRNA.	0.33	7.64e-05	0.0019	11m	up	late
ILMN_2695217	2810485i05rik		0.31	7.92e-05	0.00196	11m	up	late
ILMN_2621847	Cib1	Mus musculus calcium and integrin binding 1 (calmyrin) (Cib1), mRNA.	0.32	7.92e-05	0.00196	11m	up	late
ILMN_2668696	Il13ra1		0.4	7.93e-05	0.00196	11m	up	late
ILMN_2611180	Ccdc3		0.62	7.96e-05	0.00196	11m	up	late
ILMN_1259473	Fen1		0.35	8.06e-05	0.00198	11m	up	late
ILMN_2625993	Nfya		0.35	8.13e-05	0.00199	11m	up	late
ILMN_1215096	Entpd5		0.31	8.2e-05	0.002	11m	up	late
ILMN_1253773	Nudt6		0.31	8.15e-05	0.002	11m	up	late
ILMN_2996561	Gpr177	Mus musculus G protein-coupled receptor 177 (Gpr177), mRNA.	0.37	8.19e-05	0.002	11m	up	late
ILMN_2655929	2700055k07rik	Mus musculus tubulin polymerization-promoting protein family member 3 (Tppp3), mRNA.	0.53	8.17e-05	0.002	11m	up	late
ILMN_2620603	Smyd4	Mus musculus SET and MYND domain containing 4 (Smyd4), mRNA.	0.51	8.55e-05	0.00208	11m	up	late
ILMN_2515349	Zfp64	Mus musculus zinc finger protein 64 (Zfp64), mRNA.	0.33	8.62e-05	0.00209	11m	up	late
ILMN_2705097	Deadc1		0.41	8.64e-05	0.00209	11m	up	late
ILMN_2693403	Ela1	Mus musculus elastase 1, pancreatic (Ela1), mRNA.	0.46	8.7e-05	0.0021	11m	up	late
ILMN_2733514	Hdac1		0.37	8.74e-05	0.00211	11m	up	late
ILMN_2710176	Kazald1		0.44	8.72e-05	0.00211	11m	up	late
ILMN_1224770	Gprasp1		0.29	9.07e-05	0.00218	11m	up	late
ILMN_2993455	Nedd1	Mus musculus neural precursor cell expressed, developmentally down-regulated gene 1 (Nedd1), mRNA.	0.31	9.34e-05	0.00224	11m	up	late
ILMN_2733120	Lbr		0.44	9.34e-05	0.00224	11m	up	late
ILMN_2656282	Chuk	Mus musculus conserved helix-loop-helix ubiquitous kinase (Chuk), mRNA.	0.36	9.4e-05	0.00225	11m	up	late
ILMN_3140383	Hspa2		0.46	9.41e-05	0.00225	11m	up	late
ILMN_2444316	Tpm3	Mus musculus tropomyosin 3, gamma (Tpm3), mRNA.	0.37	9.49e-05	0.00227	11m	up	late
ILMN_2759012	Plxnb3		0.42	9.68e-05	0.00231	11m	up	late
ILMN_2795178	Rftn2	Mus musculus raftlin family member 2 (Rftn2), mRNA. XM_920263 XM_986521 XM_986556 XM_986596 XM_986637 XM_986673	0.37	9.7e-05	0.00232	11m	up	late
ILMN_1232495	Vil2		0.47	9.72e-05	0.00232	11m	up	late
ILMN_2757844	2410012c07rik		0.66	9.79e-05	0.00233	11m	up	late
ILMN_2873174	A730008l03rik	Mus musculus RIKEN cDNA A730008L03 gene (A730008L03Rik), mRNA.	0.35	9.97e-05	0.00237	11m	up	late
ILMN_2493067	Zranb3		0.35	1e-04	0.00239	11m	up	late
ILMN_2639809	Nucb1	Mus musculus nucleobindin 1 (Nucb1), mRNA.	0.38	1e-04	0.00239	11m	up	late
ILMN_1250356	Gjb6	Mus musculus gap junction membrane channel protein beta 6 (Gjb6), transcript variant 1, mRNA.	0.68	1e-04	0.00243	11m	up	late
ILMN_1212835	Ugt1a6a	Mus musculus UDP glucuronosyltransferase 1 family, polypeptide A6A (Ugt1a6a), mRNA.	0.58	1e-04	0.00245	11m	up	late
ILMN_2856926	Gpr114	Mus musculus G protein-coupled receptor 114 (Gpr114), mRNA.	0.3	0.00011	0.00248	11m	up	late
ILMN_3162895	Tceal3	Mus musculus transcription elongation factor A (SII)-like 3 (Tceal3), mRNA.	0.47	0.00011	0.00249	11m	up	late
ILMN_2694960	Msn		0.4	0.00011	0.0025	11m	up	late
ILMN_2685478	Rdh14	Mus musculus retinol dehydrogenase 14 (all-trans and 9-cis) (Rdh14), mRNA.	0.39	0.00011	0.00252	11m	up	late
ILMN_2762944	2310061n23rik		0.43	0.00011	0.00252	11m	up	late
ILMN_2594593	Mpp5	Mus musculus membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) (Mpp5), mRNA.	0.4	0.00011	0.00253	11m	up	late
ILMN_2675677	Pnma3	Mus musculus paraneoplastic antigen MA3 (Pnma3), mRNA.	0.45	0.00011	0.00256	11m	up	late
ILMN_2852904	Ublcp1	Mus musculus ubiquitin-like domain containing CTD phosphatase 1 (Ublcp1), mRNA.	0.3	0.00011	0.00258	11m	up	late
ILMN_1230912	Phf6	Mus musculus PHD finger protein 6 (Phf6), mRNA.	0.34	0.00011	0.0026	11m	up	late
ILMN_2823269	Dscr1l2	Mus musculus Down syndrome critical region gene 1-like 2 (Dscr1l2), mRNA.	0.4	0.00011	0.00264	11m	up	late
ILMN_2846775	Cdkn1a	Mus musculus cyclin-dependent kinase inhibitor 1A (P21) (Cdkn1a), mRNA.	0.75	0.00011	0.00264	11m	up	late
ILMN_1220039	Kif4	Mus musculus kinesin family member 4 (Kif4), mRNA.	0.28	0.00011	0.00265	11m	up	late
ILMN_2918479	Hspa8	Mus musculus heat shock protein 8 (Hspa8), mRNA.	0.55	0.00011	0.00266	11m	up	late
ILMN_2635813	Nudt12		0.4	0.00012	0.00267	11m	up	late
ILMN_2428388	5830411k18rik		0.38	0.00012	0.00268	11m	up	late
ILMN_2672543	Dximx50e		0.38	0.00012	0.0027	11m	up	late
ILMN_1237939	Prkrir	Mus musculus protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) (Prkrir), mRNA.	0.32	0.00012	0.00271	11m	up	late
ILMN_2490271	Zfp27		0.36	0.00012	0.00271	11m	up	late
ILMN_2930203	Ugt1a10	Mus musculus UDP glycosyltransferase 1 family, polypeptide A10 (Ugt1a10), mRNA.	0.57	0.00012	0.00274	11m	up	late
ILMN_1243752	5730449l18rik	Mus musculus RIKEN cDNA 5730449L18 gene (5730449L18Rik), mRNA.	0.38	0.00012	0.00277	11m	up	late
ILMN_3146420	Slc12a2		0.48	0.00012	0.00282	11m	up	late
ILMN_2620326	Cyp27a1	Mus musculus cytochrome P450, family 27, subfamily a, polypeptide 1 (Cyp27a1), mRNA.	0.4	0.00012	0.00285	11m	up	late
ILMN_2744193	Lrrc8a	Mus musculus leucine rich repeat containing 8A (Lrrc8a), mRNA.	0.59	0.00013	0.00291	11m	up	late
ILMN_1221684	Scp2	Mus musculus sterol carrier protein 2, liver (Scp2), mRNA.	0.35	0.00013	0.00297	11m	up	late
ILMN_1255766	Sh3bp2		0.47	0.00013	0.00297	11m	up	late
ILMN_2625855	2310016c16rik	Mus musculus RIKEN cDNA 2310016C16 gene (2310016C16Rik), mRNA.	0.47	0.00013	0.00301	11m	up	late
ILMN_2697760	Nkx2-3		0.3	0.00013	0.00305	11m	up	late
ILMN_2831283	Tmem43	Mus musculus transmembrane protein 43 (Tmem43), mRNA.	0.4	0.00014	0.00311	11m	up	late
ILMN_2589819	Rabggtb	Mus musculus RAB geranylgeranyl transferase, b subunit (Rabggtb), mRNA.	0.41	0.00014	0.00311	11m	up	late
ILMN_2805672	Pftk1	Mus musculus PFTAIRE protein kinase 1 (Pftk1), mRNA.	0.49	0.00014	0.00315	11m	up	late
ILMN_1216614	Al022779		0.31	0.00014	0.00316	11m	up	late
ILMN_1238479	Mgst3	Mus musculus microsomal glutathione S-transferase 3 (Mgst3), mRNA.	0.44	0.00014	0.00316	11m	up	late
ILMN_2835683	H2-gs17	Mus musculus predicted gene, EG667977 (EG667977), mRNA.	0.63	0.00014	0.00316	11m	up	late
ILMN_3016099	Dido1	Mus musculus death inducer-obliterator 1 (Dido1), transcript variant 1, mRNA.	0.34	0.00014	0.00317	11m	up	late
ILMN_2733933	Narg1l	Mus musculus NMDA receptor regulated 1-like (Narg1l), mRNA.	0.37	0.00014	0.00322	11m	up	late
ILMN_1259470	1810009m01rik	Mus musculus transmembrane protein 176B (Tmem176b), mRNA.	0.67	0.00015	0.00325	11m	up	late
ILMN_1235688	Cd151		0.41	0.00015	0.00326	11m	up	late
ILMN_1252243	0610009o03rik	Mus musculus RIKEN cDNA 0610009O03 gene (0610009O03Rik), mRNA.	0.37	0.00015	0.00327	11m	up	late
ILMN_2776431	C1qa		0.56	0.00015	0.00327	11m	up	late
ILMN_1223353	Hp1bp3	Mus musculus heterochromatin protein 1, binding protein 3 (Hp1bp3), mRNA.	0.28	0.00015	0.00332	11m	up	late
ILMN_1242233	Loc230075		0.22	0.00015	0.00335	11m	up	late
ILMN_2440530	Vat1	Mus musculus vesicle amine transport protein 1 homolog (T californica) (Vat1), mRNA.	0.33	0.00015	0.00336	11m	up	late
ILMN_2676066	Stard7	Mus musculus START domain containing 7 (Stard7), mRNA.	0.35	0.00015	0.00336	11m	up	late
ILMN_1236988	Rufy1	Mus musculus RUN and FYVE domain containing 1 (Rufy1), mRNA.	0.36	0.00015	0.00338	11m	up	late
ILMN_2648170	Pdcd2		0.3	0.00015	0.00341	11m	up	late
ILMN_2800861	Brpf1	Mus musculus bromodomain and PHD finger containing, 1 (Brpf1), mRNA.	0.28	0.00016	0.00344	11m	up	late
ILMN_1216746	B2m	Mus musculus beta-2 microglobulin (B2m), mRNA.	0.58	0.00016	0.00344	11m	up	late
ILMN_2821916	Nicn1	Mus musculus nicolin 1 (Nicn1), mRNA.	0.4	0.00016	0.00345	11m	up	late
ILMN_2750905	Lrriq2		0.32	0.00016	0.00354	11m	up	late
ILMN_2509139	Tram1	Mus musculus translocating chain-associating membrane protein 1 (Tram1), mRNA.	0.43	0.00016	0.00357	11m	up	late
ILMN_2663249	Slamf9	Mus musculus SLAM family member 9 (Slamf9), mRNA.	0.46	0.00016	0.00357	11m	up	late
ILMN_2943972	Cxx1c	Mus musculus CAAX box 1 homolog C (human) (Cxx1c), mRNA.	0.33	0.00016	0.00359	11m	up	late
ILMN_2630438	Psmd7	Mus musculus proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 (Psmd7), mRNA.	0.34	0.00017	0.00362	11m	up	late
ILMN_2519673	Vwf		0.4	0.00017	0.00366	11m	up	late
ILMN_2614494	Fah	Mus musculus fumarylacetoacetate hydrolase (Fah), mRNA.	0.41	0.00017	0.00369	11m	up	late
ILMN_2723920	Itpk1	Mus musculus inositol 1,3,4-triphosphate 5/6 kinase (Itpk1), mRNA.	0.44	0.00017	0.00372	11m	up	late
ILMN_2704027	Slc25a18		0.5	0.00017	0.00372	11m	up	late
ILMN_1259956	Barx1	Mus musculus BarH-like homeobox 1 (Barx1), mRNA.	0.25	0.00017	0.00376	11m	up	late
ILMN_3104094	2610208m17rik	Mus musculus RIKEN cDNA 2610208M17 gene (2610208M17Rik), mRNA.	0.27	0.00017	0.00376	11m	up	late
ILMN_2700107	Rpo1-4		0.33	0.00018	0.00378	11m	up	late
ILMN_2848463	Mthfsd	Mus musculus methenyltetrahydrofolate synthetase domain containing (Mthfsd), mRNA.	0.39	0.00018	0.00378	11m	up	late
ILMN_2791074	Wdr60	Mus musculus WD repeat domain 60 (Wdr60), mRNA.	0.39	0.00018	0.00382	11m	up	late
ILMN_1234337	Leng1		0.31	0.00018	0.00383	11m	up	late
ILMN_1250182	D030051d21		0.39	0.00018	0.00383	11m	up	late
ILMN_2896582	Snx6	Mus musculus sorting nexin 6 (Snx6), mRNA.	0.36	0.00018	0.00386	11m	up	late
ILMN_2653166	2310016c16rik	Mus musculus RIKEN cDNA 2310016C16 gene (2310016C16Rik), mRNA.	0.37	0.00018	0.00387	11m	up	late
ILMN_2739999	B2m	Mus musculus beta-2 microglobulin (B2m), mRNA.	0.61	0.00018	0.00387	11m	up	late
ILMN_2803286	Tex9	Mus musculus testis expressed gene 9 (Tex9), mRNA.	0.42	0.00018	0.00389	11m	up	late
ILMN_2870688	Anapc7	Mus musculus anaphase promoting complex subunit 7 (Anapc7), mRNA.	0.36	0.00019	0.00398	11m	up	late
ILMN_3065164	Bex2	Mus musculus brain expressed X-linked 2 (Bex2), mRNA.	0.32	0.00019	0.004	11m	up	late
ILMN_2737374	1500001l15rik		0.33	0.00019	0.004	11m	up	late
ILMN_1244123	Slc38a2	Mus musculus solute carrier family 38, member 2 (Slc38a2), mRNA.	0.39	0.00019	0.004	11m	up	late
ILMN_1225261	Uchl1	Mus musculus ubiquitin carboxy-terminal hydrolase L1 (Uchl1), mRNA.	0.35	0.00019	0.00401	11m	up	late
ILMN_2697990	Mkln1		0.34	0.00019	0.00404	11m	up	late
ILMN_2843403	2610019p18rik	Mus musculus RIKEN cDNA 2610019P18 gene (2610019P18Rik), mRNA.	0.33	0.00019	0.00407	11m	up	late
ILMN_2805261	Adnp	Mus musculus activity-dependent neuroprotective protein (Adnp), mRNA.	0.33	0.00019	0.00407	11m	up	late
ILMN_3149218	5930434b04rik	Mus musculus RIKEN cDNA 5930434B04 gene (5930434B04Rik), mRNA.	0.41	2e-04	0.00409	11m	up	late
ILMN_2664129	Hist1h4h		0.39	2e-04	0.00415	11m	up	late
ILMN_2893321	Ai847670	Mus musculus expressed sequence AI847670 (AI847670), mRNA.	0.34	2e-04	0.0042	11m	up	late
ILMN_2893992	Lass2	Mus musculus longevity assurance homolog 2 (S. cerevisiae) (Lass2), mRNA.	0.48	2e-04	0.00422	11m	up	late
ILMN_2800358	Ep300	Mus musculus E1A binding protein p300 (Ep300), mRNA.	0.31	2e-04	0.00423	11m	up	late
ILMN_2834696	Snap23	Mus musculus synaptosomal-associated protein 23 (Snap23), mRNA.	0.41	0.00021	0.00441	11m	up	late
ILMN_3092653	Palld	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	0.26	0.00021	0.00443	11m	up	late
ILMN_2956092	Rassf4	Mus musculus Ras association (RalGDS/AF-6) domain family 4 (Rassf4), mRNA.	0.48	0.00021	0.00443	11m	up	late
ILMN_1225712	Iap		0.4	0.00022	0.00449	11m	up	late
ILMN_2960108	Cyp27a1	Mus musculus cytochrome P450, family 27, subfamily a, polypeptide 1 (Cyp27a1), mRNA.	0.47	0.00022	0.00455	11m	up	late
ILMN_2616164	Itga3	Mus musculus integrin alpha 3 (Itga3), mRNA.	0.36	0.00022	0.00461	11m	up	late
ILMN_2714796	Coro1a	Mus musculus coronin, actin binding protein 1A (Coro1a), mRNA.	0.32	0.00023	0.00462	11m	up	late
ILMN_1250011	Tob1		0.36	0.00022	0.00462	11m	up	late
ILMN_1224768	Ehd4		0.4	0.00022	0.00462	11m	up	late
ILMN_2857086	Tra2a	Mus musculus transformer 2 alpha homolog (Drosophila) (Tra2a), mRNA.	0.56	0.00023	0.00462	11m	up	late
ILMN_3139646	Plcd4	Mus musculus phospholipase C, delta 4 (Plcd4), transcript variant 1, mRNA.	0.36	0.00023	0.00464	11m	up	late
ILMN_2675072	Ahsa1	Mus musculus AHA1, activator of heat shock protein ATPase homolog 1 (yeast) (Ahsa1), mRNA.	0.37	0.00023	0.00468	11m	up	late
ILMN_1229993	Dnajc12	Mus musculus DnaJ (Hsp40) homolog, subfamily C, member 12 (Dnajc12), mRNA.	0.34	0.00023	0.00472	11m	up	late
ILMN_1223285	Hspa2		0.38	0.00023	0.00477	11m	up	late
ILMN_2613469	Psmb5	Mus musculus proteasome (prosome, macropain) subunit, beta type 5 (Psmb5), mRNA.	0.47	0.00024	0.00478	11m	up	late
ILMN_2633670	B830009d23rik		0.31	0.00024	0.00484	11m	up	late
ILMN_2632206	Gnas		0.54	0.00024	0.00487	11m	up	late
ILMN_2679063	Dctn2	Mus musculus dynactin 2 (Dctn2), mRNA.	0.21	0.00024	0.00491	11m	up	late
ILMN_2895630	Xrcc2	Mus musculus X-ray repair complementing defective repair in Chinese hamster cells 2 (Xrcc2), mRNA.	0.39	0.00024	0.00494	11m	up	late
ILMN_2534259	Loc237877		0.31	0.00024	0.00495	11m	up	late
ILMN_2718791	Sphk2	Mus musculus sphingosine kinase 2 (Sphk2), transcript variant 2, mRNA.	0.44	0.00025	0.00498	11m	up	late
